"country" "code" "date" "c1_school" "c1_general" "c2_workplace" "c2_general" "c3_events" "c3_general" "c4_gatherings" "c4_general" "c5_transport" "c5_general" "c6_homestaying" "c6_general" "c7_internal_mov" "c7_general" "c8_international_mov" "e1_incomesupport" "e1_general" "e2_debtrelief" "e3_fiscal" "e4_intrsupport" "h1_publicinfo" "h1_general" "h2_testing" "h3_tracing" "h4_healthcare_support" "h5_vaccines" "widlcard" "cases" "deaths" "stringency" "str_display" "legacy_stringency" "legacy_str_display" "restricts" "care"
"1415" "Germany" "DEU" 2020-03-05 3 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 2 0 0 NA 262 0 25.8 25.8 32.62 32.62 0.208333333333333 0.4
"1416" "Denmark" "DNK" 2020-03-05 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 2 1 0 1 0 0 NA 10 0 19.31 19.31 23.57 23.57 0.09375 0.3
"1417" "Spain" "ESP" 2020-03-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 200 1 11.11 11.11 14.29 14.29 0 0.366666666666667
"1418" "Estonia" "EST" 2020-03-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"1419" "Finland" "FIN" 2020-03-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 1 0 0 NA NA NA 19.44 19.44 22.86 22.86 0.09375 0.366666666666667
"1420" "France" "FRA" 2020-03-05 2 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0 1 0 0 NA 285 4 27.12 27.12 32.86 32.86 0.175 0.3
"1421" "Greece" "GRC" 2020-03-05 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 10 0 19.05 19.05 25 25 0.09375 0.2
"1422" "Hungary" "HUN" 2020-03-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA 2 0 11.11 11.11 14.29 14.29 0 0.466666666666667
"1423" "Ireland" "IRL" 2020-03-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 0 NA 6 0 11.11 11.11 14.29 14.29 0 0.433333333333333
"1424" "Italy" "ITA" 2020-03-05 3 1 3 0 2 1 4 0 0 0 2 0 2 0 3 0 0 0 0 0 2 1 2 2 0 0 NA 3089 107 70.78 70.78 71.67 71.67 0.6625 0.533333333333333
"1425" "Luxembourg" "LUX" 2020-03-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 2 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.533333333333333
"1426" "Netherlands" "NLD" 2020-03-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 NA 38 0 0 0 0 0 0 0.266666666666667
"1427" "Poland" "POL" 2020-03-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.2
"1428" "Portugal" "PRT" 2020-03-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA 5 0 11.11 11.11 14.29 14.29 0 0.466666666666667
"1429" "Romania" "ROU" 2020-03-05 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 2 1 0 0 0 0 NA NA NA 20.64 20.64 24.76 24.76 0.104166666666667 0.2
"1430" "Slovenia" "SVN" 2020-03-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.433333333333333
"1431" "Austria" "AUT" 2020-03-06 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 1 1 0 0 0 NA 41 0 16.93 16.93 21.43 21.43 0.0625 0.266666666666667
"1432" "Belgium" "BEL" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 3 2 0 0 NA 50 0 13.89 13.89 17.14 17.14 0.03125 0.6
"1433" "Bulgaria" "BGR" 2020-03-06 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 NA NA NA 22.35 22.35 27.86 27.86 0.125 0.2
"1434" "Switzerland" "CHE" 2020-03-06 0 0 0 0 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 5335000 NA 87 1 27.38 27.38 28.57 28.57 0.175 0.433333333333333
"1435" "Cyprus" "CYP" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.2
"1436" "Czech Republic" "CZE" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 2 0 0 NA 12 0 11.11 11.11 14.29 14.29 0 0.4
"1437" "Germany" "DEU" 2020-03-06 3 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 2 0 0 NA 400 0 25.8 25.8 32.62 32.62 0.208333333333333 0.4
"1438" "Denmark" "DNK" 2020-03-06 0 0 0 0 2 1 2 1 0 0 1 0 0 0 2 0 0 0 0 0 2 1 0 1 0 0 NA 20 0 37.57 37.57 37.86 37.86 0.29375 0.3
"1439" "Spain" "ESP" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 261 3 11.11 11.11 14.29 14.29 0 0.366666666666667
"1440" "Estonia" "EST" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 5 0 0 0 0 0 0 0
"1441" "Finland" "FIN" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 1 0 0 NA 12 0 19.44 19.44 22.86 22.86 0.09375 0.366666666666667
"1442" "France" "FRA" 2020-03-06 3 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0 1 0 0 NA 423 7 29.76 29.76 36.43 36.43 0.20625 0.3
"1443" "Greece" "GRC" 2020-03-06 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 32 0 19.05 19.05 25 25 0.09375 0.2
"1444" "Hungary" "HUN" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.466666666666667
"1445" "Ireland" "IRL" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 0 NA 13 0 11.11 11.11 14.29 14.29 0 0.433333333333333
"1446" "Italy" "ITA" 2020-03-06 3 1 3 0 2 1 4 0 0 0 2 0 2 0 3 0 0 0 0 0 2 1 2 2 0 0 NA 3858 148 70.78 70.78 71.67 71.67 0.6625 0.533333333333333
"1447" "Luxembourg" "LUX" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 2 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.533333333333333
"1448" "Netherlands" "NLD" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 0 0 NA 82 0 3.97 3.97 4.76 4.76 0.03125 0.266666666666667
"1449" "Poland" "POL" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.2
"1450" "Portugal" "PRT" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA 9 0 11.11 11.11 14.29 14.29 0 0.466666666666667
"1451" "Romania" "ROU" 2020-03-06 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 2 1 0 0 0 0 NA 6 0 20.64 20.64 24.76 24.76 0.104166666666667 0.2
"1452" "Slovenia" "SVN" 2020-03-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 0 NA 6 0 11.11 11.11 14.29 14.29 0 0.433333333333333
"1453" "Austria" "AUT" 2020-03-07 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 1 1 0 0 0 NA 74 0 16.93 16.93 21.43 21.43 0.0625 0.266666666666667
"1454" "Belgium" "BEL" 2020-03-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 1 2 0 0 NA 109 0 13.89 13.89 17.14 17.14 0.03125 0.466666666666667
"1455" "Bulgaria" "BGR" 2020-03-07 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 NA NA NA 22.35 22.35 27.86 27.86 0.125 0.2
"1456" "Switzerland" "CHE" 2020-03-07 0 0 0 0 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 209 1 27.38 27.38 28.57 28.57 0.175 0.366666666666667
"1457" "Cyprus" "CYP" 2020-03-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.2
"1458" "Czech Republic" "CZE" 2020-03-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0 2 0 0 NA 19 0 16.67 16.67 20 20 0.0625 0.4
"1459" "Germany" "DEU" 2020-03-07 3 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 2 0 0 NA 684 0 25.8 25.8 32.62 32.62 0.208333333333333 0.4
"1460" "Denmark" "DNK" 2020-03-07 0 0 0 0 2 1 2 1 0 0 1 0 0 0 2 0 0 0 0 0 2 1 0 1 0 0 NA 23 0 37.57 37.57 37.86 37.86 0.29375 0.3
"1461" "Spain" "ESP" 2020-03-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 374 5 11.11 11.11 14.29 14.29 0 0.366666666666667
"1462" "Estonia" "EST" 2020-03-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 10 0 0 0 0 0 0 0
"1463" "Finland" "FIN" 2020-03-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 1 0 0 NA 19 0 19.44 19.44 22.86 22.86 0.09375 0.366666666666667
"1464" "France" "FRA" 2020-03-07 3 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0 1 0 0 NA 613 9 29.76 29.76 36.43 36.43 0.20625 0.3
"1465" "Greece" "GRC" 2020-03-07 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 45 0 19.05 19.05 25 25 0.09375 0.2
"1466" "Hungary" "HUN" 2020-03-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA 4 0 11.11 11.11 14.29 14.29 0 0.466666666666667
"1467" "Ireland" "IRL" 2020-03-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 0 NA 18 0 11.11 11.11 14.29 14.29 0 0.433333333333333
"1468" "Italy" "ITA" 2020-03-07 3 1 3 0 2 1 4 0 0 0 2 0 2 0 3 0 0 0 0 0 2 1 2 2 0 0 NA 4636 197 70.78 70.78 71.67 71.67 0.6625 0.533333333333333
"1469" "Luxembourg" "LUX" 2020-03-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 2 0 0 NA 3 0 11.11 11.11 14.29 14.29 0 0.533333333333333
"1470" "Netherlands" "NLD" 2020-03-07 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 0 0 NA 128 1 3.97 3.97 4.76 4.76 0.03125 0.266666666666667
"1471" "Poland" "POL" 2020-03-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 5 0 11.11 11.11 14.29 14.29 0 0.2
"1472" "Portugal" "PRT" 2020-03-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA 13 0 11.11 11.11 14.29 14.29 0 0.466666666666667
"1473" "Romania" "ROU" 2020-03-07 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 2 1 0 0 0 0 NA 7 0 20.64 20.64 24.76 24.76 0.104166666666667 0.2
"1474" "Slovenia" "SVN" 2020-03-07 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 0 NA 9 0 18.25 18.25 22.86 22.86 0.075 0.433333333333333
"1475" "Austria" "AUT" 2020-03-08 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 1 1 0 0 0 NA 99 0 16.93 16.93 21.43 21.43 0.0625 0.266666666666667
"1476" "Belgium" "BEL" 2020-03-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 1 2 0 0 NA 169 0 13.89 13.89 17.14 17.14 0.03125 0.466666666666667
"1477" "Bulgaria" "BGR" 2020-03-08 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 1 0 0 0 NA 2 0 22.35 22.35 27.86 27.86 0.125 0.266666666666667
"1478" "Switzerland" "CHE" 2020-03-08 0 0 0 0 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 264 1 27.38 27.38 28.57 28.57 0.175 0.366666666666667
"1479" "Cyprus" "CYP" 2020-03-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.2
"1480" "Czech Republic" "CZE" 2020-03-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0 2 0 0 NA 26 0 16.67 16.67 20 20 0.0625 0.4
"1481" "Germany" "DEU" 2020-03-08 3 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 2 0 0 NA 847 0 25.8 25.8 32.62 32.62 0.208333333333333 0.4
"1482" "Denmark" "DNK" 2020-03-08 0 0 0 0 2 1 2 1 0 0 1 0 0 0 2 0 0 0 0 0 2 1 0 1 0 0 NA 31 0 37.57 37.57 37.86 37.86 0.29375 0.3
"1483" "Spain" "ESP" 2020-03-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 430 5 11.11 11.11 14.29 14.29 0 0.366666666666667
"1484" "Estonia" "EST" 2020-03-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"1485" "Finland" "FIN" 2020-03-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 1 0 0 NA NA NA 19.44 19.44 22.86 22.86 0.09375 0.366666666666667
"1486" "France" "FRA" 2020-03-08 3 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0 1 0 0 NA 716 10 29.76 29.76 36.43 36.43 0.20625 0.3
"1487" "Greece" "GRC" 2020-03-08 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 66 0 19.05 19.05 25 25 0.09375 0.2
"1488" "Hungary" "HUN" 2020-03-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA 7 0 11.11 11.11 14.29 14.29 0 0.466666666666667
"1489" "Ireland" "IRL" 2020-03-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 0 NA 19 0 11.11 11.11 14.29 14.29 0 0.433333333333333
"1490" "Italy" "ITA" 2020-03-08 3 1 3 0 2 1 4 0 0 0 2 0 2 0 3 0 0 0 8.5e+09 0 2 1 2 2 0 0 NA 5883 233 70.78 70.78 71.67 71.67 0.6625 0.533333333333333
"1491" "Luxembourg" "LUX" 2020-03-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 2 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.533333333333333
"1492" "Netherlands" "NLD" 2020-03-08 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 0 0 NA 188 1 3.97 3.97 4.76 4.76 0.03125 0.266666666666667
"1493" "Poland" "POL" 2020-03-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 6 0 11.11 11.11 14.29 14.29 0 0.2
"1494" "Portugal" "PRT" 2020-03-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA 21 0 11.11 11.11 14.29 14.29 0 0.466666666666667
"1495" "Romania" "ROU" 2020-03-08 0 0 0 0 2 1 1 1 1 0 0 0 0 0 2 0 0 0 0 0 2 1 0 0 0 0 NA 13 0 36.9 36.9 39.05 39.05 0.279166666666667 0.2
"1496" "Slovenia" "SVN" 2020-03-08 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 0 NA 12 0 18.25 18.25 22.86 22.86 0.075 0.433333333333333
"1497" "Austria" "AUT" 2020-03-09 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 0 0 0 0 0 2 1 1 0 0 0 NA 102 0 25.26 25.26 30 30 0.15625 0.266666666666667
"1498" "Belgium" "BEL" 2020-03-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 1 2 0 0 NA 200 0 13.89 13.89 17.14 17.14 0.03125 0.466666666666667
"1499" "Bulgaria" "BGR" 2020-03-09 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 1 0 0 0 NA 4 0 22.35 22.35 27.86 27.86 0.125 0.266666666666667
"1500" "Switzerland" "CHE" 2020-03-09 0 0 0 0 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 332 2 27.38 27.38 28.57 28.57 0.175 0.366666666666667
"1501" "Cyprus" "CYP" 2020-03-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.2
"1502" "Czech Republic" "CZE" 2020-03-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 1 1 2 0 0 NA 32 0 16.67 16.67 20 20 0.0625 0.466666666666667
"1503" "Germany" "DEU" 2020-03-09 3 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 2 0 0 NA 902 0 25.8 25.8 32.62 32.62 0.208333333333333 0.4
"1504" "Denmark" "DNK" 2020-03-09 0 0 0 0 2 1 2 1 0 0 1 0 0 0 2 0 0 0 0 0 2 1 0 1 0 0 NA 38 0 37.57 37.57 37.86 37.86 0.29375 0.3
"1505" "Spain" "ESP" 2020-03-09 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 589 5 25.67 25.67 33.33 33.33 0.15625 0.366666666666667
"1506" "Estonia" "EST" 2020-03-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"1507" "Finland" "FIN" 2020-03-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 1 0 0 NA 30 0 19.44 19.44 22.86 22.86 0.09375 0.366666666666667
"1508" "France" "FRA" 2020-03-09 3 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0 1 0 0 NA 1126 19 29.76 29.76 36.43 36.43 0.20625 0.3
"1509" "Greece" "GRC" 2020-03-09 3 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 73 0 30.16 30.16 39.29 39.29 0.21875 0.2
"1510" "Hungary" "HUN" 2020-03-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 2 0 0 NA 8 0 19.44 19.44 22.86 22.86 0.09375 0.466666666666667
"1511" "Ireland" "IRL" 2020-03-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6397171200 0 2 1 2 1 496923136 0 NA 21 0 11.11 11.11 14.29 14.29 0 0.433333333333333
"1512" "Italy" "ITA" 2020-03-09 3 1 3 0 2 0 4 0 0 0 2 0 2 0 3 0 0 0 0 0 2 1 2 2 0 0 NA 7375 366 67.61 67.61 68.81 68.81 0.620833333333333 0.533333333333333
"1513" "Luxembourg" "LUX" 2020-03-09 0 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 2 0 0 NA 5 0 22.22 22.22 22.86 22.86 0.116666666666667 0.533333333333333
"1514" "Netherlands" "NLD" 2020-03-09 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 2 0 0 NA 265 3 11.91 11.91 14.29 14.29 0.03125 0.4
"1515" "Poland" "POL" 2020-03-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 NA 11 0 13.89 13.89 17.14 17.14 0.03125 0.2
"1516" "Portugal" "PRT" 2020-03-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA 30 0 11.11 11.11 14.29 14.29 0 0.466666666666667
"1517" "Romania" "ROU" 2020-03-09 0 0 0 0 2 1 1 1 1 0 0 0 0 0 3 0 0 0 0 0 2 1 0 0 0 0 NA 15 0 39.68 39.68 41.9 41.9 0.310416666666667 0.2
"1518" "Slovenia" "SVN" 2020-03-09 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 0 NA 16 0 18.25 18.25 22.86 22.86 0.075 0.433333333333333
"1519" "Austria" "AUT" 2020-03-10 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 0 0 0 0 0 2 1 1 0 0 0 NA 131 0 25.26 25.26 30 30 0.15625 0.266666666666667
"1520" "Belgium" "BEL" 2020-03-10 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 1 2 0 0 NA 239 0 21.03 21.03 26.67 26.67 0.114583333333333 0.466666666666667
"1521" "Bulgaria" "BGR" 2020-03-10 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 1 0 0 0 NA NA NA 22.35 22.35 27.86 27.86 0.125 0.266666666666667
"1522" "Switzerland" "CHE" 2020-03-10 0 0 0 0 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 374 2 27.38 27.38 28.57 28.57 0.175 0.366666666666667
"1523" "Cyprus" "CYP" 2020-03-10 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 2 0 22.22 22.22 28.57 28.57 0.125 0.2
"1524" "Czech Republic" "CZE" 2020-03-10 0 0 0 0 0 0 2 1 0 0 0 0 0 0 2 0 0 0 0 0 2 1 1 2 0 0 NA 40 0 23.81 23.81 28.57 28.57 0.1375 0.466666666666667
"1525" "Germany" "DEU" 2020-03-10 3 0 0 0 2 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 2 0 0 NA 1139 2 28.58 28.58 32.62 32.62 0.233333333333333 0.4
"1526" "Denmark" "DNK" 2020-03-10 0 0 0 0 2 1 2 1 1 1 1 0 0 0 2 0 0 0 0 0 2 1 0 1 0 0 NA 113 0 44.71 44.71 47.38 47.38 0.377083333333333 0.3
"1527" "Spain" "ESP" 2020-03-10 3 0 1 0 2 1 1 0 0 0 0 0 1 0 3 0 0 0 0 0 2 1 1 1 0 0 NA 1204 28 47.1 47.1 56.19 56.19 0.4 0.366666666666667
"1528" "Estonia" "EST" 2020-03-10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"1529" "Finland" "FIN" 2020-03-10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 1 0 0 NA 40 0 19.44 19.44 22.86 22.86 0.09375 0.366666666666667
"1530" "France" "FRA" 2020-03-10 3 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0 1 0 0 NA 1412 30 29.76 29.76 36.43 36.43 0.20625 0.3
"1531" "Greece" "GRC" 2020-03-10 3 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 84 0 33.33 33.33 42.86 42.86 0.25 0.2
"1532" "Hungary" "HUN" 2020-03-10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 2 0 0 NA 9 0 19.44 19.44 22.86 22.86 0.09375 0.466666666666667
"1533" "Ireland" "IRL" 2020-03-10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.433333333333333
"1534" "Italy" "ITA" 2020-03-10 3 1 3 1 2 1 4 1 0 0 2 1 2 1 3 0 0 0 0 0 2 1 2 2 0 0 NA 9172 464 83.46 83.46 80 80 0.78125 0.533333333333333
"1535" "Luxembourg" "LUX" 2020-03-10 0 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 2 0 0 NA NA NA 22.22 22.22 22.86 22.86 0.116666666666667 0.533333333333333
"1536" "Netherlands" "NLD" 2020-03-10 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 2 0 0 NA 321 3 19.85 19.85 23.81 23.81 0.114583333333333 0.4
"1537" "Poland" "POL" 2020-03-10 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 NA 17 0 25 25 31.43 31.43 0.15625 0.2
"1538" "Portugal" "PRT" 2020-03-10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 2 0 0 NA 39 0 19.44 19.44 22.86 22.86 0.09375 0.466666666666667
"1539" "Romania" "ROU" 2020-03-10 0 0 0 0 2 1 1 1 1 0 0 0 0 0 3 0 0 0 0 0 2 1 0 0 0 0 NA 17 0 39.68 39.68 41.9 41.9 0.310416666666667 0.2
"1540" "Slovenia" "SVN" 2020-03-10 0 0 0 0 0 0 2 1 0 0 0 0 0 0 3 0 0 0 0 0 2 1 2 1 0 0 NA NA NA 26.59 26.59 31.43 31.43 0.16875 0.433333333333333
"1541" "Austria" "AUT" 2020-03-11 0 0 0 0 2 1 0 0 0 0 1 1 0 0 3 0 0 0 0 0 2 1 1 0 0 0 NA 182 0 36.37 36.37 44.29 44.29 0.28125 0.266666666666667
